arm,task,trial,reward,solved,scored,dead,model_calls,reasoning_tokens,completion_tokens,marker_hits
base_qwen38_bf16,terminal-bench/mailman,mailman__U3NsfX5,0.0,0,1,0,57,67395,87940,1094
base_qwen38_bf16,terminal-bench/mailman,mailman__WwAQXKi,1.0,1,1,0,75,46219,66180,568
base_qwen38_bf16,terminal-bench/mailman,mailman__z438gBA,0.0,0,1,0,65,65096,83238,883
base_qwen38_bf16,terminal-bench/make-doom-for-mips,make-doom-for-mips__9P8fV7o,0.0,0,1,0,93,42205,73391,868
base_qwen38_bf16,terminal-bench/make-doom-for-mips,make-doom-for-mips__e5JtMej,0.0,0,1,0,78,48546,80090,988
base_qwen38_bf16,terminal-bench/make-doom-for-mips,make-doom-for-mips__j35awHX,0.0,0,1,0,72,59937,78077,793
base_qwen38_bf16,terminal-bench/make-doom-for-mips,make-doom-for-mips__ny5cdR6,0.0,0,1,0,57,78911,96024,1226
base_qwen38_bf16,terminal-bench/make-doom-for-mips,make-doom-for-mips__pNMaUks,0.0,0,1,0,63,45998,81769,429
base_qwen38_bf16,terminal-bench/make-mips-interpreter,make-mips-interpreter__2boU68S,0.0,0,1,0,38,69794,86203,1012
base_qwen38_bf16,terminal-bench/make-mips-interpreter,make-mips-interpreter__6JSCMZB,0.0,0,1,0,50,62632,91143,615
base_qwen38_bf16,terminal-bench/make-mips-interpreter,make-mips-interpreter__ZsriSSa,0.0,0,1,0,136,53887,72078,907
base_qwen38_bf16,terminal-bench/make-mips-interpreter,make-mips-interpreter__njnFA6M,0.0,0,1,0,76,43405,60582,788
base_qwen38_bf16,terminal-bench/make-mips-interpreter,make-mips-interpreter__uXLod8i,0.0,0,1,0,30,82022,91980,798
base_qwen38_bf16,terminal-bench/mcmc-sampling-stan,mcmc-sampling-stan__Ciy9Fj8,1.0,1,1,0,34,53153,67551,563
base_qwen38_bf16,terminal-bench/mcmc-sampling-stan,mcmc-sampling-stan__PMqFaHi,1.0,1,1,0,43,43929,61425,734
base_qwen38_bf16,terminal-bench/mcmc-sampling-stan,mcmc-sampling-stan__SN5Rmi3,1.0,1,1,0,50,50286,66866,805
base_qwen38_bf16,terminal-bench/mcmc-sampling-stan,mcmc-sampling-stan__naVVj4w,1.0,1,1,0,51,19540,33936,260
base_qwen38_bf16,terminal-bench/mcmc-sampling-stan,mcmc-sampling-stan__ypTNHWN,1.0,1,1,0,31,17338,27470,177
base_qwen38_bf16,terminal-bench/merge-diff-arc-agi-task,merge-diff-arc-agi-task__CMkWL7B,1.0,1,1,0,12,8238,12077,72
base_qwen38_bf16,terminal-bench/merge-diff-arc-agi-task,merge-diff-arc-agi-task__d3E3xiF,1.0,1,1,0,18,20480,28707,220
base_qwen38_bf16,terminal-bench/merge-diff-arc-agi-task,merge-diff-arc-agi-task__ghfLm3A,1.0,1,1,0,14,12821,18028,278
base_qwen38_bf16,terminal-bench/merge-diff-arc-agi-task,merge-diff-arc-agi-task__qqyGNyM,1.0,1,1,0,17,12501,17986,128
base_qwen38_bf16,terminal-bench/merge-diff-arc-agi-task,merge-diff-arc-agi-task__umB4WNM,1.0,1,1,0,17,17943,25262,233
base_qwen38_bf16,terminal-bench/model-extraction-relu-logits,model-extraction-relu-logits__4ej2CtZ,0.0,0,1,0,11,105182,117348,683
base_qwen38_bf16,terminal-bench/model-extraction-relu-logits,model-extraction-relu-logits__BqcimDk,0.0,0,1,0,13,58868,66538,1273
base_qwen38_bf16,terminal-bench/model-extraction-relu-logits,model-extraction-relu-logits__HDS6eou,1.0,1,1,0,22,78000,94386,988
base_qwen38_bf16,terminal-bench/model-extraction-relu-logits,model-extraction-relu-logits__Sot3XLD,1.0,1,1,0,14,48479,61391,640
base_qwen38_bf16,terminal-bench/model-extraction-relu-logits,model-extraction-relu-logits__yBwjTVa,1.0,1,1,0,7,71739,79812,821
base_qwen38_bf16,terminal-bench/modernize-scientific-stack,modernize-scientific-stack__2LvzDLm,1.0,1,1,0,3,7630,9110,120
base_qwen38_bf16,terminal-bench/modernize-scientific-stack,modernize-scientific-stack__F7q32j9,1.0,1,1,0,6,6126,8155,137
base_qwen38_bf16,terminal-bench/modernize-scientific-stack,modernize-scientific-stack__G78Vyd2,1.0,1,1,0,5,2705,4865,14
base_qwen38_bf16,terminal-bench/modernize-scientific-stack,modernize-scientific-stack__boxQkZL,1.0,1,1,0,6,2256,4384,8
base_qwen38_bf16,terminal-bench/modernize-scientific-stack,modernize-scientific-stack__yrLtjiK,1.0,1,1,0,5,8023,9729,179
base_qwen38_bf16,terminal-bench/mteb-leaderboard,mteb-leaderboard__4BPc4GV,0.0,0,1,0,52,49592,69378,907
base_qwen38_bf16,terminal-bench/mteb-leaderboard,mteb-leaderboard__HAVqdun,1.0,1,1,0,61,61662,87379,937
base_qwen38_bf16,terminal-bench/mteb-leaderboard,mteb-leaderboard__aXKDruF,1.0,1,1,0,81,33918,56982,499
base_qwen38_bf16,terminal-bench/mteb-leaderboard,mteb-leaderboard__qVCeKGe,0.0,0,1,0,59,54679,79102,771
base_qwen38_bf16,terminal-bench/mteb-leaderboard,mteb-leaderboard__uWEgTAf,0.0,0,1,0,44,8191,30287,159
base_qwen38_bf16,terminal-bench/mteb-retrieve,mteb-retrieve__NiUbjKb,0.0,0,1,0,33,14067,22810,227
base_qwen38_bf16,terminal-bench/mteb-retrieve,mteb-retrieve__Y67qqxz,0.0,0,1,0,24,8446,14728,145
base_qwen38_bf16,terminal-bench/mteb-retrieve,mteb-retrieve__hv9ksv8,0.0,0,1,0,26,19977,26814,296
base_qwen38_bf16,terminal-bench/mteb-retrieve,mteb-retrieve__mri8RAT,1.0,1,1,0,27,4163,10002,49
base_qwen38_bf16,terminal-bench/mteb-retrieve,mteb-retrieve__rYX5wbw,1.0,1,1,0,19,5399,10689,77
base_qwen38_bf16,terminal-bench/multi-source-data-merger,multi-source-data-merger__73vYZa4,1.0,1,1,0,6,3991,6986,28
base_qwen38_bf16,terminal-bench/multi-source-data-merger,multi-source-data-merger__WibLC3A,1.0,1,1,0,6,7351,10104,93
base_qwen38_bf16,terminal-bench/multi-source-data-merger,multi-source-data-merger__hM3xiqU,1.0,1,1,0,6,11311,15553,159
base_qwen38_bf16,terminal-bench/multi-source-data-merger,multi-source-data-merger__uvP2UDB,1.0,1,1,0,5,7779,10571,75
base_qwen38_bf16,terminal-bench/multi-source-data-merger,multi-source-data-merger__xSjkUkQ,1.0,1,1,0,6,4199,7186,26
base_qwen38_bf16,terminal-bench/nginx-request-logging,nginx-request-logging__J7epmrS,1.0,1,1,0,4,16950,18845,342
base_qwen38_bf16,terminal-bench/nginx-request-logging,nginx-request-logging__KQrPiZY,1.0,1,1,0,6,13462,16692,176
base_qwen38_bf16,terminal-bench/nginx-request-logging,nginx-request-logging__nYS5tWP,1.0,1,1,0,2,22349,23273,429
base_qwen38_bf16,terminal-bench/nginx-request-logging,nginx-request-logging__pqTgZmT,1.0,1,1,0,2,27586,28509,510
base_qwen38_bf16,terminal-bench/nginx-request-logging,nginx-request-logging__vtrhUUj,1.0,1,1,0,3,8653,10263,80
base_qwen38_bf16,terminal-bench/openssl-selfsigned-cert,openssl-selfsigned-cert__HLpzvWK,1.0,1,1,0,2,14345,15757,207
base_qwen38_bf16,terminal-bench/openssl-selfsigned-cert,openssl-selfsigned-cert__HYPY7Qr,1.0,1,1,0,2,13761,15448,142
base_qwen38_bf16,terminal-bench/openssl-selfsigned-cert,openssl-selfsigned-cert__RPDfEPX,1.0,1,1,0,4,27284,29666,363
base_qwen38_bf16,terminal-bench/openssl-selfsigned-cert,openssl-selfsigned-cert__bYSFX9B,1.0,1,1,0,2,31357,33238,488
base_qwen38_bf16,terminal-bench/openssl-selfsigned-cert,openssl-selfsigned-cert__edTNErS,1.0,1,1,0,8,30975,34463,406
base_qwen38_bf16,terminal-bench/overfull-hbox,overfull-hbox__V8hqjSt,1.0,1,1,0,16,23661,31135,273
base_qwen38_bf16,terminal-bench/overfull-hbox,overfull-hbox__cuCUf3w,0.0,0,1,0,15,105690,113784,1015
base_qwen38_bf16,terminal-bench/overfull-hbox,overfull-hbox__kfK4K7z,1.0,1,1,0,12,23573,27867,199
base_qwen38_bf16,terminal-bench/overfull-hbox,overfull-hbox__sRWAMsi,1.0,1,1,0,21,25775,31573,368
base_qwen38_bf16,terminal-bench/overfull-hbox,overfull-hbox__xPgVTAU,1.0,1,1,0,16,33914,41131,370
base_qwen38_bf16,terminal-bench/password-recovery,password-recovery__DXrrgMG,0.0,0,1,0,21,25760,38244,365
base_qwen38_bf16,terminal-bench/password-recovery,password-recovery__JvoyXb7,1.0,1,1,0,14,16428,21991,317
base_qwen38_bf16,terminal-bench/password-recovery,password-recovery__ohSoR6q,1.0,1,1,0,10,17428,21562,280
base_qwen38_bf16,terminal-bench/password-recovery,password-recovery__tPQJsPD,1.0,1,1,0,7,9874,12984,239
base_qwen38_bf16,terminal-bench/password-recovery,password-recovery__u5Enouy,1.0,1,1,0,22,31629,46590,676
base_qwen38_bf16,terminal-bench/path-tracing-reverse,path-tracing-reverse__9zmmBaZ,0.0,0,1,0,28,44607,62925,284
base_qwen38_bf16,terminal-bench/path-tracing-reverse,path-tracing-reverse__AEfaVaC,0.0,0,1,0,39,42863,61841,284
base_qwen38_bf16,terminal-bench/path-tracing-reverse,path-tracing-reverse__aVnqH2g,0.0,0,1,0,33,57085,69735,308
base_qwen38_bf16,terminal-bench/path-tracing-reverse,path-tracing-reverse__hBGgyK7,0.0,0,1,0,21,52467,65591,378
base_qwen38_bf16,terminal-bench/path-tracing-reverse,path-tracing-reverse__jbTguNB,0.0,0,1,0,47,42740,57929,907
base_qwen38_bf16,terminal-bench/path-tracing,path-tracing__22jASiL,0.0,0,1,0,30,71609,88345,446
base_qwen38_bf16,terminal-bench/path-tracing,path-tracing__JNiN9XJ,0.0,0,1,0,20,71759,87448,401
base_qwen38_bf16,terminal-bench/path-tracing,path-tracing__Nvk7x4S,0.0,0,1,0,42,42816,67820,333
base_qwen38_bf16,terminal-bench/path-tracing,path-tracing__Q2vjxXW,0.0,0,1,0,27,68368,74149,737
base_qwen38_bf16,terminal-bench/path-tracing,path-tracing__YN5S368,0.0,0,1,0,23,67098,72010,780
base_qwen38_bf16,terminal-bench/polyglot-c-py,polyglot-c-py__MyyazDa,0.0,0,1,0,4,53598,56656,869
base_qwen38_bf16,terminal-bench/polyglot-c-py,polyglot-c-py__UvnvaAQ,1.0,1,1,0,4,46272,48264,737
base_qwen38_bf16,terminal-bench/polyglot-c-py,polyglot-c-py__hdnkgy2,1.0,1,1,0,3,4821,6234,39
base_qwen38_bf16,terminal-bench/polyglot-c-py,polyglot-c-py__u6bBSZQ,1.0,1,1,0,8,38040,41519,748
base_qwen38_bf16,terminal-bench/polyglot-c-py,polyglot-c-py__zwXnAYt,1.0,1,1,0,3,42706,44403,651
base_qwen38_bf16,terminal-bench/polyglot-rust-c,polyglot-rust-c__3nEtziY,1.0,1,1,0,4,22031,24223,233
base_qwen38_bf16,terminal-bench/polyglot-rust-c,polyglot-rust-c__DUUvucy,1.0,1,1,0,11,59806,64138,708
base_qwen38_bf16,terminal-bench/polyglot-rust-c,polyglot-rust-c__b9SDMRV,1.0,1,1,0,5,29747,31881,312
base_qwen38_bf16,terminal-bench/polyglot-rust-c,polyglot-rust-c__r84EDPy,1.0,1,1,0,11,71021,75821,1256
base_qwen38_bf16,terminal-bench/polyglot-rust-c,polyglot-rust-c__wepqeZJ,1.0,1,1,0,7,51408,55265,1001
base_qwen38_bf16,terminal-bench/portfolio-optimization,portfolio-optimization__42ZEEEp,1.0,1,1,0,7,6108,9138,65
base_qwen38_bf16,terminal-bench/portfolio-optimization,portfolio-optimization__5XcGX7X,1.0,1,1,0,6,3004,5622,20
base_qwen38_bf16,terminal-bench/portfolio-optimization,portfolio-optimization__ghhPQHz,1.0,1,1,0,6,3024,5786,24
base_qwen38_bf16,terminal-bench/portfolio-optimization,portfolio-optimization__qdNyBYF,1.0,1,1,0,24,50697,68951,661
base_qwen38_bf16,terminal-bench/portfolio-optimization,portfolio-optimization__z2bAM35,1.0,1,1,0,15,29131,44870,285
base_qwen38_bf16,terminal-bench/protein-assembly,protein-assembly__Ayb7pYE,1.0,1,1,0,24,74094,95718,998
base_qwen38_bf16,terminal-bench/protein-assembly,protein-assembly__Kb2LziS,1.0,1,1,0,31,58433,75422,790
base_qwen38_bf16,terminal-bench/protein-assembly,protein-assembly__UuxTPVV,1.0,1,1,0,24,34045,53659,365
base_qwen38_bf16,terminal-bench/protein-assembly,protein-assembly__cfVbDXH,0.0,0,1,0,41,51366,74850,635
base_qwen38_bf16,terminal-bench/protein-assembly,protein-assembly__iQZXBbV,0.0,0,1,0,84,59354,85405,1117
base_qwen38_bf16,terminal-bench/prove-plus-comm,prove-plus-comm__BFYHRT6,1.0,1,1,0,6,18208,19701,342
base_qwen38_bf16,terminal-bench/prove-plus-comm,prove-plus-comm__EXdybQP,1.0,1,1,0,12,46726,51942,730
base_qwen38_bf16,terminal-bench/prove-plus-comm,prove-plus-comm__LyR9Qrh,1.0,1,1,0,9,9478,11666,129
base_qwen38_bf16,terminal-bench/prove-plus-comm,prove-plus-comm__cn3RRBA,1.0,1,1,0,6,6437,7813,131
base_qwen38_bf16,terminal-bench/prove-plus-comm,prove-plus-comm__vsPJxqL,1.0,1,1,0,6,11927,13767,181
base_qwen38_bf16,terminal-bench/pypi-server,pypi-server__3EbN9XF,1.0,1,1,0,10,2119,4838,24
base_qwen38_bf16,terminal-bench/pypi-server,pypi-server__Enkqiau,1.0,1,1,0,5,7244,8763,42
base_qwen38_bf16,terminal-bench/pypi-server,pypi-server__GYbRWwn,1.0,1,1,0,7,41240,46602,697
base_qwen38_bf16,terminal-bench/pypi-server,pypi-server__MBUvdJC,1.0,1,1,0,6,37426,42208,536
base_qwen38_bf16,terminal-bench/pypi-server,pypi-server__jpTi2Mn,1.0,1,1,0,8,1766,3607,19
base_qwen38_bf16,terminal-bench/pytorch-model-cli,pytorch-model-cli__USudJeQ,0.0,0,1,0,10,14008,21869,380
base_qwen38_bf16,terminal-bench/pytorch-model-cli,pytorch-model-cli__W6DTZLq,0.0,0,1,0,14,19341,30077,221
base_qwen38_bf16,terminal-bench/pytorch-model-cli,pytorch-model-cli__ppNgcju,0.0,0,1,0,19,10014,19889,123
base_qwen38_bf16,terminal-bench/pytorch-model-cli,pytorch-model-cli__rJwTagQ,0.0,0,1,0,21,49267,69673,985
base_qwen38_bf16,terminal-bench/pytorch-model-cli,pytorch-model-cli__sjdh4oH,0.0,0,1,0,14,11882,21288,112
base_qwen38_bf16,terminal-bench/pytorch-model-recovery,pytorch-model-recovery__2kfHWRr,1.0,1,1,0,12,21879,27694,248
base_qwen38_bf16,terminal-bench/pytorch-model-recovery,pytorch-model-recovery__9XEtdUV,1.0,1,1,0,14,20684,27149,297
base_qwen38_bf16,terminal-bench/pytorch-model-recovery,pytorch-model-recovery__YdJtc3U,1.0,1,1,0,13,9109,15187,122
base_qwen38_bf16,terminal-bench/pytorch-model-recovery,pytorch-model-recovery__ZvdFGYx,1.0,1,1,0,17,17590,25999,276
base_qwen38_bf16,terminal-bench/pytorch-model-recovery,pytorch-model-recovery__qDmfFw6,1.0,1,1,0,10,11149,16812,133
base_qwen38_bf16,terminal-bench/qemu-alpine-ssh,qemu-alpine-ssh__McE6G8M,0.0,0,1,0,34,62198,85262,1268
base_qwen38_bf16,terminal-bench/qemu-alpine-ssh,qemu-alpine-ssh__NrZQAD4,0.0,0,1,0,23,83609,95587,1452
base_qwen38_bf16,terminal-bench/qemu-alpine-ssh,qemu-alpine-ssh__SVfRDJX,1.0,1,1,0,33,61738,76061,1219
base_qwen38_bf16,terminal-bench/qemu-alpine-ssh,qemu-alpine-ssh__bL3xTTx,1.0,1,1,0,28,88389,100416,1377
base_qwen38_bf16,terminal-bench/qemu-alpine-ssh,qemu-alpine-ssh__nUopsV6,1.0,1,1,0,41,48967,66083,706
base_qwen38_bf16,terminal-bench/qemu-startup,qemu-startup__5JPNz79,1.0,1,1,0,32,87863,106329,1173
base_qwen38_bf16,terminal-bench/qemu-startup,qemu-startup__FjAaEx8,1.0,1,1,0,42,69823,87581,1355
base_qwen38_bf16,terminal-bench/qemu-startup,qemu-startup__NqcL9WZ,1.0,1,1,0,25,12007,19196,193
base_qwen38_bf16,terminal-bench/qemu-startup,qemu-startup__jcN2CjQ,1.0,1,1,0,23,21777,32040,325
base_qwen38_bf16,terminal-bench/qemu-startup,qemu-startup__xLgdvo2,1.0,1,1,0,33,71378,87215,1360
base_qwen38_bf16,terminal-bench/query-optimize,query-optimize__7C7mhkM,0.0,0,1,0,11,7163,9861,81
base_qwen38_bf16,terminal-bench/query-optimize,query-optimize__CmnzbUF,1.0,1,1,0,15,26401,34077,281
base_qwen38_bf16,terminal-bench/query-optimize,query-optimize__Wdt5KPR,0.0,0,1,0,13,8877,12818,109
base_qwen38_bf16,terminal-bench/query-optimize,query-optimize__Z7SNiu8,0.0,0,1,0,20,21393,28448,245
base_qwen38_bf16,terminal-bench/query-optimize,query-optimize__kG84PDk,0.0,0,1,0,13,4704,7408,31
base_qwen38_bf16,terminal-bench/raman-fitting,raman-fitting__75QWaw7,0.0,0,1,0,19,14674,28055,161
base_qwen38_bf16,terminal-bench/raman-fitting,raman-fitting__87xZLqM,0.0,0,1,0,25,79126,96107,854
base_qwen38_bf16,terminal-bench/raman-fitting,raman-fitting__HF6zbLF,0.0,0,1,0,26,77898,94288,743
base_qwen38_bf16,terminal-bench/raman-fitting,raman-fitting__um5hB3y,0.0,0,1,0,24,50783,70335,988
base_qwen38_bf16,terminal-bench/raman-fitting,raman-fitting__vxyxmnU,0.0,0,1,0,26,69644,88789,853
base_qwen38_bf16,terminal-bench/regex-chess,regex-chess__2zie6BU,0.0,0,1,0,10,92662,116404,751
base_qwen38_bf16,terminal-bench/regex-chess,regex-chess__8HWoLni,0.0,0,1,0,61,104944,124600,1348
base_qwen38_bf16,terminal-bench/regex-chess,regex-chess__L7xb5aD,0.0,0,1,0,14,88749,107720,797
base_qwen38_bf16,terminal-bench/regex-chess,regex-chess__S23ZwEz,0.0,0,1,0,16,103824,114189,1365
base_qwen38_bf16,terminal-bench/regex-chess,regex-chess__deRQfva,0.0,0,1,0,23,72628,110761,802
base_qwen38_bf16,terminal-bench/regex-log,regex-log__JtLDBzL,1.0,1,1,0,3,29182,31491,201
base_qwen38_bf16,terminal-bench/regex-log,regex-log__RnyotwM,1.0,1,1,0,4,20915,24233,156
base_qwen38_bf16,terminal-bench/regex-log,regex-log__WpuM3SA,1.0,1,1,0,4,13785,18612,134
base_qwen38_bf16,terminal-bench/regex-log,regex-log__jw2xm6Q,1.0,1,1,0,7,12914,18054,100
base_qwen38_bf16,terminal-bench/regex-log,regex-log__oDhUYew,1.0,1,1,0,5,20882,23880,197
base_qwen38_bf16,terminal-bench/reshard-c4-data,reshard-c4-data__EQEu7tk,1.0,1,1,0,17,57904,70778,519
base_qwen38_bf16,terminal-bench/reshard-c4-data,reshard-c4-data__GDC2R4U,1.0,1,1,0,25,42210,64098,499
base_qwen38_bf16,terminal-bench/reshard-c4-data,reshard-c4-data__bxR5W2x,1.0,1,1,0,12,21701,29102,135
base_qwen38_bf16,terminal-bench/reshard-c4-data,reshard-c4-data__fmqf42g,1.0,1,1,0,21,62632,78340,687
base_qwen38_bf16,terminal-bench/reshard-c4-data,reshard-c4-data__xnC3KxP,1.0,1,1,0,23,26715,38122,362
base_qwen38_bf16,terminal-bench/rstan-to-pystan,rstan-to-pystan__6iU2qLq,1.0,1,1,0,41,57048,72548,999
base_qwen38_bf16,terminal-bench/rstan-to-pystan,rstan-to-pystan__EAMc4br,0.0,0,1,0,43,75647,91722,1206
base_qwen38_bf16,terminal-bench/rstan-to-pystan,rstan-to-pystan__heDH3Wx,1.0,1,1,0,35,20350,29802,175
base_qwen38_bf16,terminal-bench/rstan-to-pystan,rstan-to-pystan__tXZYQCf,1.0,1,1,0,72,65436,86617,886
base_qwen38_bf16,terminal-bench/rstan-to-pystan,rstan-to-pystan__wNPYKP7,1.0,1,1,0,50,28045,41919,385
base_qwen38_bf16,terminal-bench/sam-cell-seg,sam-cell-seg__533eQ7L,1.0,1,1,0,103,15635,30990,199
base_qwen38_bf16,terminal-bench/sam-cell-seg,sam-cell-seg__HpYZDe6,1.0,1,1,0,58,52307,82672,791
base_qwen38_bf16,terminal-bench/sam-cell-seg,sam-cell-seg__SvJy7Gj,1.0,1,1,0,37,17802,33409,215
base_qwen38_bf16,terminal-bench/sam-cell-seg,sam-cell-seg__iUJinUK,1.0,1,1,0,89,29425,57560,564
base_qwen38_bf16,terminal-bench/sam-cell-seg,sam-cell-seg__tXKV2DD,0.0,0,1,0,64,57936,92373,902
base_qwen38_bf16,terminal-bench/sanitize-git-repo,sanitize-git-repo__A8VutZA,0.0,0,1,0,28,24678,35244,574
base_qwen38_bf16,terminal-bench/sanitize-git-repo,sanitize-git-repo__APygDem,0.0,0,1,0,8,2272,6469,8
base_qwen38_bf16,terminal-bench/sanitize-git-repo,sanitize-git-repo__andnHe9,0.0,0,1,0,38,47578,64172,1024
base_qwen38_bf16,terminal-bench/sanitize-git-repo,sanitize-git-repo__d5tdFg8,0.0,0,1,0,33,52383,70403,1054
base_qwen38_bf16,terminal-bench/sanitize-git-repo,sanitize-git-repo__v8b3AfJ,0.0,0,1,0,28,46808,64754,1028
base_qwen38_bf16,terminal-bench/schemelike-metacircular-eval,schemelike-metacircular-eval__7dXPUTG,0.0,0,1,0,20,100625,110165,1142
base_qwen38_bf16,terminal-bench/schemelike-metacircular-eval,schemelike-metacircular-eval__HxJDmAU,0.0,0,1,0,44,75439,98386,1007
base_qwen38_bf16,terminal-bench/schemelike-metacircular-eval,schemelike-metacircular-eval__tfTeVWK,0.0,0,1,0,49,82430,99907,1068
base_qwen38_bf16,terminal-bench/schemelike-metacircular-eval,schemelike-metacircular-eval__xu8Ud2z,0.0,0,1,0,12,109190,115316,1239
base_qwen38_bf16,terminal-bench/schemelike-metacircular-eval,schemelike-metacircular-eval__zFU4tGz,0.0,0,1,0,21,105556,112461,971
base_qwen38_bf16,terminal-bench/sparql-university,sparql-university__4XnYXLL,1.0,1,1,0,15,12016,16050,111
base_qwen38_bf16,terminal-bench/sparql-university,sparql-university__AE5iG4v,1.0,1,1,0,30,20578,27188,236
base_qwen38_bf16,terminal-bench/sparql-university,sparql-university__M6j7fwd,1.0,1,1,0,14,11943,16594,69
base_qwen38_bf16,terminal-bench/sparql-university,sparql-university__kbs5PSL,1.0,1,1,0,15,21533,27770,291
base_qwen38_bf16,terminal-bench/sparql-university,sparql-university__pVBt6T5,1.0,1,1,0,20,25863,34094,353
base_qwen38_bf16,terminal-bench/sqlite-db-truncate,sqlite-db-truncate__4g5cXhT,1.0,1,1,0,9,21573,26006,261
base_qwen38_bf16,terminal-bench/sqlite-db-truncate,sqlite-db-truncate__5koVHcZ,1.0,1,1,0,7,30306,33351,414
base_qwen38_bf16,terminal-bench/sqlite-db-truncate,sqlite-db-truncate__Bf4vSb5,0.0,0,1,0,5,35892,38673,211
base_qwen38_bf16,terminal-bench/sqlite-db-truncate,sqlite-db-truncate__emY3Tjw,1.0,1,1,0,8,10277,14138,193
base_qwen38_bf16,terminal-bench/sqlite-db-truncate,sqlite-db-truncate__oPCRW2i,1.0,1,1,0,6,15419,17956,160
base_qwen38_bf16,terminal-bench/sqlite-with-gcov,sqlite-with-gcov__44Btmm5,1.0,1,1,0,17,5184,9268,50
base_qwen38_bf16,terminal-bench/sqlite-with-gcov,sqlite-with-gcov__4aqELj3,1.0,1,1,0,12,16597,20747,367
base_qwen38_bf16,terminal-bench/sqlite-with-gcov,sqlite-with-gcov__CutuRBb,1.0,1,1,0,13,2517,5106,29
base_qwen38_bf16,terminal-bench/sqlite-with-gcov,sqlite-with-gcov__Y9MPJH4,1.0,1,1,0,10,863,2827,4
base_qwen38_bf16,terminal-bench/sqlite-with-gcov,sqlite-with-gcov__vFLbMSn,1.0,1,1,0,11,14650,18365,393
base_qwen38_bf16,terminal-bench/torch-pipeline-parallelism,torch-pipeline-parallelism__2Xro9uN,,0,0,0,57,54050,81338,781
base_qwen38_bf16,terminal-bench/torch-pipeline-parallelism,torch-pipeline-parallelism__8BZraiv,,0,0,0,41,15765,32219,169
base_qwen38_bf16,terminal-bench/torch-pipeline-parallelism,torch-pipeline-parallelism__AHkjEEY,,0,0,0,33,23847,36590,264
base_qwen38_bf16,terminal-bench/torch-pipeline-parallelism,torch-pipeline-parallelism__adBvL53,,0,0,0,49,42004,62840,596
base_qwen38_bf16,terminal-bench/torch-pipeline-parallelism,torch-pipeline-parallelism__bVVADfn,,0,0,0,58,54671,84100,674
base_qwen38_bf16,terminal-bench/torch-tensor-parallelism,torch-tensor-parallelism__2JydMjB,1.0,1,1,0,13,66967,73256,1229
base_qwen38_bf16,terminal-bench/torch-tensor-parallelism,torch-tensor-parallelism__9u6tPDP,0.0,0,1,0,23,28743,39862,387
base_qwen38_bf16,terminal-bench/torch-tensor-parallelism,torch-tensor-parallelism__hdQ3pTZ,1.0,1,1,0,12,65736,77279,1314
base_qwen38_bf16,terminal-bench/torch-tensor-parallelism,torch-tensor-parallelism__rGFEKk6,1.0,1,1,0,5,4947,7776,35
base_qwen38_bf16,terminal-bench/torch-tensor-parallelism,torch-tensor-parallelism__uJJcoEH,1.0,1,1,0,11,53003,63646,628
base_qwen38_bf16,terminal-bench/train-fasttext,train-fasttext__4m743rZ,1.0,1,1,0,62,42988,56128,1235
base_qwen38_bf16,terminal-bench/train-fasttext,train-fasttext__VLQUA7N,1.0,1,1,0,141,38493,66005,1055
base_qwen38_bf16,terminal-bench/train-fasttext,train-fasttext__ZqZhnox,0.0,0,1,0,87,42668,60394,1334
base_qwen38_bf16,terminal-bench/train-fasttext,train-fasttext__ZtFeZ6A,0.0,0,1,0,91,45708,68792,1388
base_qwen38_bf16,terminal-bench/train-fasttext,train-fasttext__oiQ3zEg,0.0,0,1,0,139,57491,90307,606
base_qwen38_bf16,terminal-bench/tune-mjcf,tune-mjcf__9tW8RGi,0.0,0,1,0,29,67413,92696,1010
base_qwen38_bf16,terminal-bench/tune-mjcf,tune-mjcf__JELwvX4,1.0,1,1,0,38,78088,101108,1457
base_qwen38_bf16,terminal-bench/tune-mjcf,tune-mjcf__JPs5Ei5,1.0,1,1,0,24,25965,37307,544
base_qwen38_bf16,terminal-bench/tune-mjcf,tune-mjcf__SPgdtMh,1.0,1,1,0,36,71511,97219,1398
base_qwen38_bf16,terminal-bench/tune-mjcf,tune-mjcf__zzCKzfD,0.0,0,1,0,32,80011,102378,1814
base_qwen38_bf16,terminal-bench/video-processing,video-processing__QsxpApr,1.0,1,1,0,31,68746,88591,983
base_qwen38_bf16,terminal-bench/video-processing,video-processing__dxHxNr8,0.0,0,1,0,27,74289,90378,820
base_qwen38_bf16,terminal-bench/video-processing,video-processing__eXKangq,0.0,0,1,0,30,62506,85117,829
base_qwen38_bf16,terminal-bench/video-processing,video-processing__pYEmDLD,0.0,0,1,0,23,59478,80588,698
base_qwen38_bf16,terminal-bench/video-processing,video-processing__xPsmtRM,0.0,0,1,0,41,57043,75457,583
base_qwen38_bf16,terminal-bench/vulnerable-secret,vulnerable-secret__6LwiomD,1.0,1,1,0,7,4533,6255,49
base_qwen38_bf16,terminal-bench/vulnerable-secret,vulnerable-secret__ZUnrasU,1.0,1,1,0,8,7941,10019,72
base_qwen38_bf16,terminal-bench/vulnerable-secret,vulnerable-secret__czND6sT,1.0,1,1,0,10,4819,6821,42
base_qwen38_bf16,terminal-bench/vulnerable-secret,vulnerable-secret__iFCWo9w,1.0,1,1,0,7,3361,4586,51
